Application_ID,D_O_B,SEX,H_Qual,TH_CENT_CH,SEC_TH_CEN,CATEGORY,Rollno,cent_allot,cent_add,examDate,batch,rep_time
9983733,06-12-1990,F,GRAD,VIZ,VIZI,ST,,,,,,
9983816,05-03-1999,F,OTH,VIZ,VIZI,ST,,,,,,
9983883,07-01-1995,M,GRAD,VIZ,VIZI,ST,,,,,,
9983942,4/30/2005,M,X,VIZ,VIZI,ST,,,,,,
9984563,07-05-1990,M,GRAD,VIZ,VIZI,ST,,,,,,
9984670,4/14/1995,M,GRAD,VIZ,VIZI,ST,,,,,,
9984748,3/19/1989,M,GRAD,VIZ,VIZI,ST,,,,,,
9984772,07-01-1996,M,GRAD,VIZ,VIZI,ST,,,,,,
9984826,01-10-1992,M,GRAD,VIZ,VIZI,ST,,,,,,
9984838,08-01-2002,M,XII,VIZ,VIZI,ST,,,,,,
9984859,07-09-1997,M,GRAD,VIZ,VIZI,ST,,,,,,
9984883,07-06-1987,F,GRAD,VIZ,VIZI,ST,,,,,,
9984902,7/17/1991,F,GRAD,VIZ,VIZI,ST,,,,,,
9984932,9/30/1998,F,XII,VIZ,VIZI,ST,,,,,,
9984963,06-05-1996,M,XII,VIZ,VIZI,ST,,,,,,
9985074,06-01-1994,M,OTH,VIZ,VIZI,ST,,,,,,
9985093,04-03-1983,M,GRAD,VIZ,VIZI,ST,,,,,,
9985108,4/14/1988,F,GRAD,VIZ,VIZI,ST,,,,,,
9985130,1/23/2005,M,X,VIZ,VIZI,ST,,,,,,
9997492,06-07-1987,F,GRAD,PNI,TRI,OBC,,,,,,
10074256,6/26/1993,M,X,KUN,ANA,OBC,,,,,,
10074277,06-04-1985,M,XII,KUN,ANA,GEN,,,,,,
10074310,07-01-1997,M,XII,KUN,ANA,OBC,,,,,,
10074334,06-04-1988,M,XII,KUN,ANA,OBC,,,,,,
10074357,5/28/1991,M,GRAD,KUN,ANA,OBC,,,,,,
10074373,05-12-1990,M,GRAD,KUN,ANA,OBC,,,,,,
10074389,06-06-1983,M,GRAD,KUN,ANA,OBC,,,,,,
10076619,6/20/1992,M,GRAD,KUN,ANA,SC,,,,,,
10076666,06-03-1989,M,GRAD,KUN,ANA,SC,,,,,,
10076698,06-04-1989,M,GRAD,KUN,ANA,OBC,,,,,,
10076759,7/16/1986,M,GRAD,KUN,ANA,SC,,,,,,
10076802,04-02-1985,F,GRAD,KUN,ANA,OBC,,,,,,
10076838,03-10-1999,M,GRAD,KUN,ANA,OBC,,,,,,
10076874,06-10-1994,M,GRAD,KUN,ANA,OBC,,,,,,
10076925,06-10-1997,M,GRAD,KUN,ANA,OBC,,,,,,
10090294,07-12-1995,F,X,KUN,ANA,OBC,,,,,,
10090308,01-01-1985,F,X,KUN,ANA,OBC,,,,,,
10090323,01-01-1994,F,X,KUN,ANA,OBC,,,,,,
10090344,06-12-1990,F,X,KUN,ANA,OBC,,,,,,
10090362,08-12-1996,F,X,KUN,ANA,OBC,,,,,,
10090380,01-01-1980,F,X,KUN,ANA,OBC,,,,,,
10090407,04-05-1982,F,X,KUN,ANA,OBC,,,,,,
10090425,01-01-1985,F,X,KUN,ANA,OBC,,,,,,
10090454,4/15/1994,F,X,KUN,ANA,OBC,,,,,,
10090475,4/27/1982,F,X,KUN,ANA,OBC,,,,,,
10090488,04-11-1984,F,X,KUN,ANA,OBC,,,,,,
10090505,01-01-1994,F,X,KUN,ANA,OBC,,,,,,
10090519,01-01-1991,F,X,KUN,ANA,OBC,,,,,,
10090541,07-06-1993,F,X,KUN,ANA,OBC,,,,,,
10090547,01-01-1993,F,X,KUN,ANA,OBC,,,,,,
10090561,01-01-1993,F,X,KUN,ANA,OBC,,,,,,
10090617,06-12-1992,F,X,KUN,ANA,OBC,,,,,,
10090629,7/31/1991,F,X,KUN,ANA,OBC,,,,,,
10090689,06-05-1980,M,XII,KUN,ANA,OBC,,,,,,
10090706,03-10-1983,M,X,KUN,ANA,OBC,,,,,,
10090713,04-02-1988,M,GRAD,KUN,ANA,OBC,,,,,,
10090729,2/14/1998,F,GRAD,KUN,ANA,OBC,,,,,,
10096128,9/13/2000,M,XII,KUN,ANA,GEN,,,,,,
10096145,07-02-1993,M,PD,KUN,ANA,GEN,,,,,,
10107813,06-09-1990,F,X,KUN,ANA,OBC,,,,,,
10107830,01-01-1992,F,X,KUN,ANA,OBC,,,,,,
10107840,8/21/1986,F,X,KUN,ANA,OBC,,,,,,
