Application_ID,D_O_B,SEX,H_Qual,TH_CENT_CH,SEC_TH_CEN,CATEGORY,Rollno,cent_allot,cent_add,examDate,batch,rep_time
9777302,08-08-1998,F,GRAD,KUN,ANA,OBC,,,,,,
9777306,7/14/1992,F,GRAD,ANA,KUN,OBC,,,,,,
9777310,9/16/1995,M,XITI,KUN,ANA,OBC,,,,,,
9777333,6/25/1999,M,XII,KUN,ANA,OBC,,,,,,
9777517,10/19/1989,F,GRAD,KUN,ANA,SC,,,,,,
9777520,06-07-1998,F,GRAD,KUN,ANA,SC,,,,,,
9777522,7/31/1989,F,XII,KUN,ANA,OBC,,,,,,
9777532,07-05-1990,F,GRAD,KUN,ANA,OBC,,,,,,
9777536,6/15/1989,F,XII,KUN,ANA,GEN,,,,,,
9777539,6/13/1984,F,GRAD,KUN,ANA,OBC,,,,,,
9777541,6/18/1992,F,GRAD,KUN,ANA,OBC,,,,,,
9777548,7/15/1987,F,GRAD,KUN,ANA,OBC,,,,,,
9777553,6/29/1993,F,GRAD,KUN,ANA,SC,,,,,,
9777558,1/29/1997,F,XII,KUN,ANA,OBC,,,,,,
9777562,1/21/1997,F,GRAD,KUN,ANA,OBC,,,,,,
9777572,02-03-1987,F,XII,KUN,ANA,OBC,,,,,,
9777575,04-03-1996,F,GRAD,KUN,ANA,GEN,,,,,,
9777578,7/20/1994,M,GRAD,KUN,ANA,OBC,,,,,,
9777579,06-10-1999,M,XII,KUN,ANA,SC,,,,,,
9777586,6/14/1992,M,X,KUN,ANA,SC,,,,,,
9777588,04-06-2001,F,XII,KUN,ANA,SC,,,,,,
9777759,05-12-1993,M,OTH,PRA,ANA,OBC,,,,,,
9777767,05-04-1990,M,GRAD,PRA,ANA,OBC,,,,,,
9777769,05-04-1993,M,OTH,PRA,ANA,OBC,,,,,,
9777773,01-01-1988,M,OTH,PRA,ANA,OBC,,,,,,
9777779,01-01-1978,M,XITI,PRA,ANA,OBC,,,,,,
9777782,01-01-1976,M,OTH,PRA,ANA,OBC,,,,,,
9777786,01-01-1997,M,OTH,PRA,ANA,SC,,,,,,
9777800,5/19/1982,M,OTH,PRA,ANA,OBC,,,,,,
9777801,6/24/1996,M,OTH,PRA,ANA,OBC,,,,,,
9777804,11/25/1986,M,OTH,PRA,ANA,OBC,,,,,,
9777807,01-01-1987,M,X,PRA,ANA,OBC,,,,,,
9777812,06-06-1990,M,X,PRA,ANA,OBC,,,,,,
9777818,05-08-1990,M,OTH,PRA,ANA,OBC,,,,,,
9777823,6/24/1971,M,OTH,PRA,ANA,OBC,,,,,,
9777828,04-06-1991,M,OTH,PRA,ANA,OBC,,,,,,
9777833,1/30/1983,M,XITI,PRA,ANA,OBC,,,,,,
9777908,06-09-1999,M,XII,PRA,ANA,SC,,,,,,
9777914,02-12-2004,M,X,PRA,ANA,SC,,,,,,
9777928,06-01-2002,M,X,PRA,ANA,SC,,,,,,
9777931,04-01-1996,M,X,PRA,ANA,SC,,,,,,
9777937,01-01-1999,M,X,PRA,ANA,SC,,,,,,
9777941,03-07-1997,M,X,PRA,ANA,SC,,,,,,
9777948,11/16/1997,F,XII,PRA,ANA,OBC,,,,,,
9777955,08-11-1996,F,GRAD,PRA,ANA,OBC,,,,,,
9779101,01-01-1967,F,OTH,PRA,ANA,OBC,,,,,,
9779108,01-01-1999,M,PD,PRA,ANA,OBC,,,,,,
9779112,01-01-1996,M,OTH,PRA,ANA,OBC,,,,,,
9779114,01-01-1997,M,GRAD,PRA,ANA,OBC,,,,,,
9780088,04-03-1998,F,GRAD,WGL,NALG,OBC,,,,,,
9780092,08-01-1998,F,GRAD,WGL,NALG,OBC,,,,,,
9780896,01-01-2004,M,X,KUN,PRA,OBC,,,,,,
9782064,08-12-2000,F,XII,PRA,GUN,OBC,,,,,,
9782201,04-02-1997,M,XII,KPM,VLR,GEN,,,,,,
9782202,5/26/1997,M,GRAD,KPM,VLR,GEN,,,,,,
9782203,9/20/1997,M,XII,KPM,VLR,GEN,,,,,,
9782205,12/20/1996,M,PD,KPM,VLR,GEN,,,,,,
9782208,12/22/1998,M,GRAD,KPM,VLR,GEN,,,,,,
9782243,06-08-1996,F,GRAD,KPM,VLR,GEN,,,,,,
9782245,4/17/1994,F,GRAD,KPM,VLR,OBC,,,,,,
9782246,06-09-1996,F,GRAD,KPM,VLR,GEN,,,,,,
9782250,08-04-1993,F,GRAD,KPM,VLR,GEN,,,,,,
9782454,05-12-1986,M,GRAD,KPM,VLR,GEN,,,,,,
9782457,06-02-1997,M,GRAD,KPM,VLR,GEN,,,,,,
9782459,06-05-1997,F,GRAD,KPM,VLR,GEN,,,,,,
9782462,12-08-1997,M,XII,KPM,VLR,GEN,,,,,,
9782464,6/13/1996,F,GRAD,KPM,VLR,GEN,,,,,,
9782468,02-01-2001,M,XII,KPM,VLR,GEN,,,,,,
9782471,07-07-1999,F,PD,KPM,VLR,GEN,,,,,,
9782482,7/16/1995,M,PD,KPM,VLR,GEN,,,,,,
9782484,06-02-1978,M,XII,KPM,VLR,GEN,,,,,,
9782492,10-10-1995,M,GRAD,KPM,VLR,GEN,,,,,,
9782497,3/17/1995,M,GRAD,KPM,VLR,GEN,,,,,,
9782500,06-12-1998,F,GRAD,KPM,VLR,GEN,,,,,,
9782504,5/25/1995,M,PD,KPM,VLR,GEN,,,,,,
9782509,2/19/2000,F,X,KPM,VLR,GEN,,,,,,
9782511,7/25/1998,M,XII,KPM,VLR,GEN,,,,,,
9782514,12/25/1997,M,GRAD,KPM,VLR,GEN,,,,,,
9782742,01-01-1980,F,XII,KUN,PRA,OBC,,,,,,
9782867,2/14/1990,F,X,KUN,PRA,OBC,,,,,,
9782868,08-03-1991,M,X,WGOD,EGOD,GEN,,,,,,
9782869,01-01-1980,F,XII,KUN,PRA,OBC,,,,,,
9782874,01-01-1981,F,XII,KUN,PRA,OBC,,,,,,
9782878,07-10-1998,F,XII,KUN,PRA,OBC,,,,,,
9782882,10-09-1992,F,XII,KUN,PRA,OBC,,,,,,
9782887,01-01-1980,F,XII,KUN,PRA,OBC,,,,,,
9782890,4/22/1996,F,XII,KUN,PRA,OBC,,,,,,
9782894,10-06-1984,F,XII,KUN,PRA,OBC,,,,,,
9782898,01-01-1981,F,XII,KUN,PRA,OBC,,,,,,
9782902,01-01-1985,F,XII,KUN,PRA,OBC,,,,,,
9782907,01-01-1993,F,XII,KUN,PRA,OBC,,,,,,
9782919,01-01-1987,F,XII,KUN,PRA,OBC,,,,,,
9782922,4/21/1984,F,XII,KUN,PRA,OBC,,,,,,
9782925,01-01-1989,F,XII,KUN,PRA,OBC,,,,,,
9782931,4/16/1980,F,XII,KUN,PRA,OBC,,,,,,
9782933,01-01-1983,F,XII,KUN,PRA,OBC,,,,,,
9782936,01-01-1993,F,XII,KUN,PRA,OBC,,,,,,
9782939,02-07-1996,F,XII,KUN,PRA,OBC,,,,,,
9782941,02-06-1982,F,XII,KUN,PRA,OBC,,,,,,
9782945,1/28/1991,F,XII,KUN,PRA,OBC,,,,,,
9782948,07-05-1993,F,XII,KUN,PRA,OBC,,,,,,
9782950,01-01-1981,F,XII,KUN,PRA,OBC,,,,,,
9782954,01-01-1991,F,XII,KUN,PRA,OBC,,,,,,
9782958,01-01-1985,F,XII,KUN,PRA,OBC,,,,,,
9782978,01-01-1991,F,XII,KUN,PRA,OBC,,,,,,
9782980,01-01-1997,F,XII,KUN,PRA,OBC,,,,,,
9794300,06-02-1989,M,GRAD,VIZ,VIZI,ST,,,,,,
9794427,3/26/1984,F,GRAD,VIZ,VIZI,ST,,,,,,
9794914,07-05-1995,F,OTH,VIZ,VIZI,ST,,,,,,
9797529,06-05-1996,F,XITI,VIZ,VIZI,ST,,,,,,
9797561,07-09-1997,M,GRAD,VIZ,VIZI,ST,,,,,,
9797588,3/19/1989,M,GRAD,VIZ,VIZI,ST,,,,,,
9797620,9/30/1998,F,XII,VIZ,VIZI,ST,,,,,,
9798047,04-03-1983,M,GRAD,VIZ,VIZI,ST,,,,,,
9799779,06-05-2002,F,OTH,VIZ,VIZI,ST,,,,,,
9799785,6/19/1998,M,XII,VIZ,VIZI,ST,,,,,,
9799789,4/30/2005,M,UX,VIZ,VIZI,ST,,,,,,
9799795,7/17/1991,F,GRAD,VIZ,VIZI,ST,,,,,,
9799797,7/13/1998,F,XII,VIZ,VIZI,ST,,,,,,
9799799,06-10-1992,M,GRAD,VIZ,VIZI,ST,,,,,,
9799804,07-01-1995,M,GRAD,VIZ,VIZI,ST,,,,,,
9799808,07-01-1995,M,GRAD,VIZ,VIZI,ST,,,,,,
9799819,06-05-1990,M,GRAD,VIZ,VIZI,ST,,,,,,
9799824,4/14/1988,F,GRAD,VIZ,VIZI,ST,,,,,,
9799828,05-03-1999,F,OTH,VIZ,VIZI,ST,,,,,,
9799829,07-01-1996,M,OTH,VIZ,VIZI,ST,,,,,,
9799836,08-01-2002,M,XII,VIZ,VIZI,ST,,,,,,
9799839,06-12-1990,F,GRAD,VIZ,VIZI,ST,,,,,,
9799844,07-06-1987,F,GRAD,VIZ,VIZI,ST,,,,,,
9799846,3/28/2005,M,UX,VIZ,VIZI,ST,,,,,,
9799849,06-01-1994,M,OTH,VIZ,VIJ,ST,,,,,,
9799852,1/23/2005,M,UX,VIZ,VIZI,ST,,,,,,
9801290,06-06-2000,M,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",30-09-2020,4,16:30:00
9801329,7/21/1982,M,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",30-09-2020,4,16:30:00
9801344,7/30/1992,M,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",30-09-2020,4,16:30:00
9801351,3/18/1959,M,GRAD,TRI,PNI,GEN,,,,,,
9801354,05-05-1992,M,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",30-09-2020,4,16:30:00
9801362,6/16/1967,F,GRAD,TRI,PNI,GEN,,,,,,
9801363,8/16/1989,M,XII,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",30-09-2020,4,16:30:00
9801374,7/22/1993,M,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",30-09-2020,4,16:30:00
9801387,3/20/1980,M,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",30-09-2020,4,16:30:00
9801396,08-10-1985,M,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",30-09-2020,4,16:30:00
9801403,06-10-1989,M,X,SIR,VIZI,OBC,,SIR,"Nexgen Computer Education, Arts College Road, Near RTC Complex, SRIKAKULAM - 532 001",30-09-2020,4,16:30:00
9801527,1/17/2000,M,XII,KPM,VLR,OBC,,,,,,
9801529,04-05-1993,F,GRAD,KPM,VLR,OBC,,,,,,
9801531,07-02-1991,M,GRAD,KPM,VLR,OBC,,,,,,
9801532,1/14/1992,F,XII,KPM,VLR,OBC,,,,,,
9801535,06-04-2000,M,XII,KPM,VLR,OBC,,,,,,
9801539,03-10-1995,M,X,KPM,VLR,OBC,,,,,,
9804220,9/16/2000,F,XII,TRI,PNI,GEN,,,,,,
9804815,12/21/2000,M,XII,KARN,NIZA,SC,,,,,,
9804823,05-12-1992,M,XII,KARN,NIZA,SC,,,,,,
9804828,06-10-1986,F,X,GUN,VIJ,SC,,,,,,
9804832,6/15/1993,M,GRAD,KARN,NIZA,SC,,,,,,
9804837,12-08-1999,M,PD,KARN,NIZA,OBC,,,,,,
9804843,11/22/1978,M,X,GUN,VIJ,GEN,,,,,,
9804871,08-09-2000,M,X,KARN,NIZA,OBC,,,,,,
9805469,6/20/1992,M,X,KARN,NIZA,SC,,,,,,
9805495,7/21/2002,F,X,KARN,NIZA,OBC,,,,,,
9805513,11/22/1996,M,GRAD,KARN,NIZA,SC,,,,,,
9805559,02-12-1993,F,X,KARN,NIZA,SC,,,,,,
9805576,11/22/2002,F,X,KARN,NIZA,OBC,,,,,,
9805880,6/16/1993,F,GRAD,KARN,NIZA,OBC,,,,,,
9806308,6/30/2001,F,XII,KARN,NIZA,OBC,,,,,,
9806331,3/24/1991,M,GRAD,KARN,NIZA,OBC,,,,,,
9806346,11-12-2003,M,UX,KARN,NIZA,OBC,,,,,,
9806565,02-02-2004,M,UX,KARN,NIZA,OBC,,,,,,
9806573,2/13/1983,M,GRAD,KARN,NIZA,SC,,,,,,
9806583,05-01-1991,F,GRAD,KARN,NIZA,SC,,,,,,
9806584,04-10-1987,M,XII,VIJ,KRS,GEN,,,,,,
9806604,8/22/2002,F,X,KARN,NIZA,OBC,,,,,,
9806611,5/17/1999,F,XII,KARN,NIZA,OBC,,,,,,
9806851,08-06-1998,F,GRAD,WGL,KARN,OBC,,,,,,
9807932,08-08-1999,M,X,KARN,NIZA,OBC,,,,,,
9807958,2/25/1999,F,GRAD,KARN,NIZA,OBC,,,,,,
9807980,1/15/1971,M,UX,KARN,NIZA,OBC,,,,,,
9807987,1/14/2005,M,UX,KARN,NIZA,OBC,,,,,,
9808004,5/24/1998,M,XII,KARN,NIZA,OBC,,,,,,
9808027,4/18/1982,M,UX,KARN,NIZA,OBC,,,,,,
9808046,5/22/1997,M,GRAD,KARN,NIZA,OBC,,,,,,
9808058,07-03-1999,M,UX,KARN,NIZA,OBC,,,,,,
9808070,04-09-1990,M,PD,KARN,NIZA,OBC,,,,,,
9808079,12-08-1996,M,GRAD,KARN,NIZA,OBC,,,,,,
9808090,08-12-1997,F,GRAD,KARN,NIZA,OBC,,,,,,
9808099,05-12-1996,M,GRAD,KARN,NIZA,OBC,,,,,,
9808909,4/14/1989,M,GRAD,ADI,NIZA,SC,,,,,,
9808936,1/14/1982,M,GRAD,ADI,NIZA,GEN,,,,,,
9808948,03-10-1999,M,XII,ADI,NIZA,OBC,,,,,,
9808964,04-05-1993,M,GRAD,ADI,NIZA,OBC,,,,,,
9808971,4/14/2000,M,GRAD,WGL,KHAM,ST,,,,,,
9808982,01-10-1989,M,GRAD,ADI,NIZA,ST,,,,,,
9809255,02-12-1991,M,GRAD,ADI,NIZA,ST,,,,,,
9809263,05-12-1998,M,PD,ADI,NIZA,OBC,,,,,,
9809265,6/23/1998,M,GRAD,ADI,NIZA,OBC,,,,,,
9809794,4/20/1991,F,GRAD,WGOD,EGOD,GEN,,,,,,
9809801,9/20/1995,F,GRAD,WGOD,EGOD,GEN,,,,,,
9809839,08-07-1993,M,GRAD,WGL,KHAM,OBC,,,,,,
9809852,08-07-1986,M,GRAD,WGL,KHAM,OBC,,,,,,
9810150,11/26/1994,M,XII,SOA,PBL,GEN,,,,,,
9810220,08-10-1989,F,GRAD,SOA,PBL,OBC,,,,,,
9810269,2/28/1993,F,GRAD,SOA,PBL,GEN,,,,,,
9810286,02-09-1983,F,XII,SOA,PBL,GEN,,,,,,
9810315,12/28/1994,F,XII,SOA,PBL,GEN,,,,,,
9810334,02-10-1981,F,XII,SOA,PBL,GEN,,,,,,
9810347,9/14/1997,M,X,SOA,PBL,OBC,,,,,,
9810366,1/20/1996,M,XII,SOA,PBL,OBC,,,,,,
9810382,01-03-1987,F,X,SOA,PBL,OBC,,,,,,
9810393,05-01-1984,F,GRAD,SOA,PBL,OBC,,,,,,
9810401,1/17/1998,M,X,SOA,PBL,GEN,,,,,,
9810406,05-05-2001,F,X,SOA,PBL,OBC,,,,,,
9810421,5/16/2002,F,X,SOA,PBL,OBC,,,,,,
9810445,05-01-2003,F,X,SOA,PBL,GEN,,,,,,
9810452,10-10-1996,F,XII,SOA,PBL,GEN,,,,,,
9810457,04-04-1999,F,XII,SOA,PBL,OBC,,,,,,
9810478,7/19/2000,F,X,SOA,PBL,GEN,,,,,,
9810503,03-12-1990,F,XII,SOA,PBL,OBC,,,,,,
9810508,1/28/1994,F,XII,SOA,PBL,OBC,,,,,,
9810519,07-07-1993,F,XII,SOA,PBL,GEN,,,,,,
9810530,6/25/2002,M,X,SOA,PBL,OBC,,,,,,
9811170,6/20/1999,M,XII,MED,RANG,SC,,,,,,
9811225,04-03-1983,M,GRAD,MAHB,URHYD,OBC,,,,,,
9811548,6/14/1988,M,GRAD,WGL,KARN,OBC,,,,,,
9811576,12/21/1994,M,GRAD,WGL,KARN,SC,,,,,,
9811594,5/13/1992,F,GRAD,WGL,KARN,OBC,,,,,,
9811604,01-01-1995,F,X,WGL,KARN,OBC,,,,,,
9811696,4/16/1995,M,GRAD,MED,KARN,OBC,,,,,,
9811703,01-01-1993,F,XII,MED,MAHB,OBC,,,,,,
9811717,06-12-1994,M,GRAD,MED,MAHB,OBC,,,,,,
9811722,12/21/1998,F,XII,MED,MAHB,OBC,,,,,,
9811732,12/24/2004,F,UX,MED,KHAM,OBC,,,,,,
9811741,11/25/2002,F,X,MED,KHAM,OBC,,,,,,
9811756,01-01-2003,F,UX,MED,NIZA,OBC,,,,,,
9811759,01-01-2003,F,X,MED,MAHB,OBC,,,,,,
9811765,01-01-2004,M,X,MED,KHAM,OBC,,,,,,
9811771,01-01-2004,F,X,MED,NALG,OBC,,,,,,
9811775,12/27/2003,F,X,MED,NALG,OBC,,,,,,
9811778,01-01-2003,M,X,MED,NALG,OBC,,,,,,
9811779,01-01-2002,F,X,MED,NALG,OBC,,,,,,
9811784,01-01-2003,F,X,MED,NIZA,OBC,,,,,,
9811919,05-03-2000,M,XII,ADI,NIZA,OBC,,,,,,
9811943,05-12-1997,M,XII,ADI,NIZA,OBC,,,,,,
9811947,08-06-1998,M,XII,ADI,NIZA,SC,,,,,,
9811948,05-04-2003,F,X,MAHB,KUN,OBC,,,,,,
9811956,1/16/1998,M,XII,ADI,NIZA,GEN,,,,,,
9811961,02-02-1997,M,GRAD,ADI,NIZA,OBC,,,,,,
9811977,2/17/1997,M,GRAD,MAHB,URHYD,OBC,,,,,,
9811991,01-02-1996,M,XII,MAHB,URHYD,OBC,,,,,,
9811994,06-10-1999,M,XII,MAHB,KUN,OBC,,,,,,
9811996,6/24/1995,F,GRAD,MAHB,KUN,OBC,,,,,,
9811997,6/19/1995,M,XII,MED,RANG,OBC,,,,,,
9811998,6/16/1999,F,XII,MAHB,KUN,OBC,,,,,,
9812003,07-12-2002,M,XII,MAHB,URHYD,OBC,,,,,,
9812033,04-06-2001,M,XII,MAHB,KUN,SC,,,,,,
9812034,04-02-1996,M,XII,MAHB,KUN,OBC,,,,,,
9812115,3/25/1999,M,XII,MAHB,KUN,OBC,,,,,,
9812123,4/24/2002,M,X,MAHB,KUN,OBC,,,,,,
9812219,4/20/1988,F,GRAD,WGL,KHAM,OBC,,,,,,
9812220,11-10-1999,M,PD,MAHB,URHYD,GEN,,,,,,
9812759,10/20/1997,M,GRAD,WGL,KHAM,OBC,,,,,,
9812799,06-10-2001,F,XII,WGL,KHAM,OBC,,,,,,
9813040,9/23/1997,F,XII,MED,RANG,OBC,,,,,,
9813175,7/25/2001,M,XII,PUD,PRT,OBC,,,,,,
9813518,01-01-2003,F,X,WGL,NALG,OBC,,,,,,
9813525,01-01-2002,M,X,WGL,NALG,OBC,,,,,,
9813538,01-01-2002,M,X,WGL,NALG,OBC,,,,,,
9813573,10-10-2002,M,X,WGL,NALG,OBC,,,,,,
9813598,05-04-2004,F,X,WGL,NALG,GEN,,,,,,
9813608,01-01-2002,M,X,WGL,NALG,SC,,,,,,
9813618,4/17/2003,M,X,WGL,NALG,OBC,,,,,,
9813638,12/27/2003,F,X,WGL,NALG,OBC,,,,,,
9813644,06-06-2001,M,X,WGL,NALG,OBC,,,,,,
9813686,8/15/2003,F,X,WGL,NALG,OBC,,,,,,
9813723,2/27/2000,M,X,WGOD,KRS,GEN,,,,,,
9813859,07-10-1993,F,GRAD,TRI,PNI,GEN,,,,,,
9813881,06-09-2000,M,XII,WGOD,KRS,GEN,,,,,,
9813883,6/18/2002,F,X,TRI,PNI,GEN,,,,,,
9813894,5/14/1996,F,GRAD,TRI,PNI,GEN,,,,,,
9813900,4/22/1999,F,GRAD,TRI,PNI,GEN,,,,,,
9813914,5/13/2001,M,XII,NALG,URHYD,GEN,,,,,,
9813932,4/17/1999,F,GRAD,NALG,URHYD,OBC,,,,,,
9813939,5/26/1999,F,GRAD,TRI,PNI,GEN,,,,,,
9813987,02-07-1993,M,GRAD,NALG,URHYD,OBC,,,,,,
9813992,6/14/1999,F,GRAD,NALG,URHYD,OBC,,,,,,
9814321,11/14/2000,M,XII,PUD,PRT,OBC,,,,,,
9814339,11-09-2001,M,XII,PUD,PRT,OBC,,,,,,
9814343,6/20/2000,M,PD,NEL,CTT,SC,,,,,,
9814404,12/13/2001,F,XII,PUD,PRT,OBC,,,,,,
9814431,12/17/2001,F,XII,PUD,PRT,OBC,,,,,,
9814447,1/28/2002,F,XII,PUD,PRT,OBC,,,,,,
9814461,9/20/2002,F,XII,NEL,CTT,SC,,,,,,
9814473,10-01-2001,F,XII,PUD,PRT,OBC,,,,,,
9814626,7/24/1999,M,XII,WGOD,EGOD,GEN,,,,,,
9814657,06-06-1998,M,PD,WGOD,EGOD,GEN,,,,,,
9814665,06-06-1998,M,PD,WGOD,EGOD,GEN,,,,,,
9814689,06-12-2000,M,XII,MAHB,URHYD,SC,,,,,,
9814703,3/16/2004,M,XII,MAHB,URHYD,SC,,,,,,
9814710,3/13/2003,F,X,WGOD,EGOD,GEN,,,,,,
9814753,1/17/1994,M,GRAD,WGOD,EGOD,GEN,,,,,,
9814807,8/20/1993,F,GRAD,WGOD,EGOD,GEN,,,,,,
9815367,07-11-1998,M,OTH,MAHB,URHYD,OBC,,,,,,
9815372,3/18/2002,M,PD,MAHB,URHYD,OBC,,,,,,
9815379,8/23/2002,M,PD,MAHB,URHYD,OBC,,,,,,
9815384,6/20/1998,M,GRAD,MAHB,URHYD,OBC,,,,,,
9815389,2/21/2000,F,OTH,MAHB,URHYD,OBC,,,,,,
9815811,04-02-1983,M,GRAD,NEL,CTT,SC,,,,,,
9816046,7/24/1991,M,GRAD,WGOD,EGOD,GEN,,,,,,
9816085,08-10-1996,F,XII,WGOD,EGOD,GEN,,,,,,
9816107,08-09-1985,F,GRAD,KARN,WGL,SC,,,,,,
9816587,10-06-1974,M,XII,MED,RANG,OBC,,,,,,
9816603,08-04-1990,M,GRAD,WGOD,EGOD,GEN,,,,,,
9816625,5/20/1993,M,GRAD,WGOD,EGOD,GEN,,,,,,
9816649,01-01-2003,F,XII,WGL,KARN,OBC,,,,,,
9816660,01-01-1999,M,X,WGL,KARN,SC,,,,,,
9816671,01-01-1985,F,X,WGL,KARN,SC,,,,,,
9816673,01-01-1981,F,X,WGL,KARN,SC,,,,,,
9816680,05-01-2001,F,X,WGL,KARN,SC,,,,,,
9816690,01-01-1989,M,GRAD,WGL,KARN,OBC,,,,,,
9816696,9/26/1980,M,X,WGL,KARN,OBC,,,,,,
9816697,08-05-2005,M,X,WGL,KARN,OBC,,,,,,
9816701,01-01-1999,M,GRAD,WGL,KARN,OBC,,,,,,
9817315,01-01-2001,F,X,MAHB,URHYD,OBC,,,,,,
9817326,6/29/2001,M,XII,MAHB,URHYD,OBC,,,,,,
9817329,01-01-2003,M,X,MAHB,URHYD,OBC,,,,,,
9817331,8/22/2001,F,XII,PUD,PRT,OBC,,,,,,
9817334,7/28/1994,F,GRAD,MED,RANG,OBC,,,,,,
9817338,01-01-1999,F,GRAD,MAHB,URHYD,OBC,,,,,,
9817348,08-05-2004,M,PD,MAHB,URHYD,OBC,,,,,,
9817382,05-10-1997,F,XII,WGOD,EGOD,GEN,,,,,,
9817453,06-11-1992,M,GRAD,MAHB,RANG,GEN,,,,,,
9817474,06-09-1989,M,GRAD,MAHB,RANG,GEN,,,,,,
9817476,7/15/1992,M,XII,MAHB,RANG,GEN,,,,,,
9817481,07-11-1997,M,PD,MAHB,RANG,GEN,,,,,,
9817486,11-05-2000,M,XII,MAHB,RANG,GEN,,,,,,
9817537,06-10-1977,M,GRAD,MAHB,RANG,GEN,,,,,,
9817544,05-10-1994,M,XII,MAHB,RANG,ST,,,,,,
9817556,4/16/1992,M,XII,MAHB,RANG,GEN,,,,,,
9817562,05-12-1996,F,GRAD,MAHB,RANG,GEN,,,,,,
9817570,7/26/1997,F,GRAD,MAHB,RANG,GEN,,,,,,
9818268,5/13/1997,M,XII,WGL,NALG,SC,,,,,,
9818281,11/20/1996,F,GRAD,WGL,NALG,GEN,,,,,,
9818290,05-10-2002,M,X,WGL,NALG,SC,,,,,,
9818300,01-01-2004,F,X,WGL,NALG,OBC,,,,,,
9818577,05-05-1968,M,X,MED,RANG,OBC,,,,,,
9818658,6/21/1993,M,XII,MED,RANG,OBC,,,,,,
9818770,5/26/1998,M,GRAD,WGL,NALG,OBC,,,,,,
9818813,2/20/1989,M,XII,MED,RANG,OBC,,,,,,
9818914,10/19/2003,F,OTH,WGL,NALG,OBC,,,,,,
9818921,01-11-1999,F,GRAD,KARN,WGL,OBC,,,,,,
9818941,8/18/2002,F,X,KARN,WGL,OBC,,,,,,
9818973,7/27/2000,F,X,KARN,WGL,SC,,,,,,
9818985,3/21/2004,F,OTH,WGL,NALG,OBC,,,,,,
9819000,4/26/2002,F,X,KARN,WGL,SC,,,,,,
9819027,6/16/2000,F,X,KARN,WGL,OBC,,,,,,
9819132,7/30/1985,M,X,WGL,KARN,OBC,,,,,,
9819140,01-01-1990,M,X,WGL,KARN,OBC,,,,,,
9819151,01-01-1986,M,X,WGL,KARN,OBC,,,,,,
9819194,5/18/1991,M,X,WGL,KARN,OBC,,,,,,
9819205,03-03-1993,F,X,WGL,KARN,OBC,,,,,,
9819217,7/20/1996,M,X,WGL,KARN,OBC,,,,,,
9819224,11-11-1983,F,X,WGL,KARN,OBC,,,,,,
9819241,6/17/1988,M,X,WGL,KARN,OBC,,,,,,
9819598,06-12-1990,F,XII,VIZI,VIZ,OBC,,,,,,
9819873,3/22/2002,F,XII,KHAM,WGL,OBC,,,,,,
9819895,05-06-1994,M,PD,MAHB,RANG,GEN,,,,,,
9819909,01-12-2000,M,PD,MAHB,RANG,GEN,,,,,,
9819925,5/13/1994,M,GRAD,MAHB,RANG,GEN,,,,,,
9819942,05-10-1999,F,XII,MAHB,RANG,GEN,,,,,,
9819956,06-05-1999,M,GRAD,MAHB,RANG,GEN,,,,,,
9820007,8/20/2001,F,XII,KHAM,WGL,OBC,,,,,,
9821089,3/22/2002,F,XII,KHAM,WGL,OBC,,,,,,
9821126,8/20/2001,F,XII,KHAM,WGL,OBC,,,,,,
9821152,05-06-2003,F,XII,KHAM,WGL,OBC,,,,,,
9821168,1/13/1993,F,GRAD,KHAM,WGL,ST,,,,,,
9821187,06-04-1989,F,GRAD,KHAM,WGL,OBC,,,,,,
9821192,5/17/1991,F,GRAD,KHAM,WGL,ST,,,,,,
9821206,5/17/2001,F,PD,KHAM,WGL,GEN,,,,,,
9821233,01-03-2001,F,PD,KHAM,WGL,OBC,,,,,,
9821247,09-09-2002,M,XII,KHAM,WGL,OBC,,,,,,
9821256,2/28/1997,F,GRAD,KHAM,WGL,GEN,,,,,,
9821263,9/28/1998,F,GRAD,KHAM,WGL,GEN,,,,,,
9821274,07-06-2001,F,XII,KHAM,WGL,OBC,,,,,,
9821302,06-08-1981,F,XII,KHAM,WGL,ST,,,,,,
9821313,05-05-1994,M,GRAD,KHAM,WGL,ST,,,,,,
9821326,01-12-2001,F,XII,KHAM,WGL,OBC,,,,,,
9821332,8/19/2003,F,XII,KHAM,WGL,OBC,,,,,,
